cve_ent_mun,fecha,confirmados,decesos,pruebas,indice_vulnerabilidad
30047,12/4/2020,1,0,3,vulnerabilidad muy alta
30048,12/4/2020,0,0,11,vulnerabilidad muy alta
30049,12/4/2020,0,0,2,vulnerabilidad media
30050,12/4/2020,0,0,0,vulnerabilidad alta
30051,12/4/2020,0,0,0,vulnerabilidad alta
30052,12/4/2020,0,0,0,vulnerabilidad media
30053,12/4/2020,0,0,2,vulnerabilidad alta
30054,12/4/2020,0,0,0,vulnerabilidad media
30055,12/4/2020,0,0,0,vulnerabilidad alta
30056,12/4/2020,0,0,0,vulnerabilidad media
30057,12/4/2020,0,0,0,vulnerabilidad media
30058,12/4/2020,0,0,1,vulnerabilidad media
30059,12/4/2020,0,0,0,vulnerabilidad alta
30060,12/4/2020,0,0,0,vulnerabilidad alta
30061,12/4/2020,0,0,3,vulnerabilidad alta
30062,12/4/2020,0,0,0,vulnerabilidad alta
30063,12/4/2020,0,0,0,vulnerabilidad media
30064,12/4/2020,0,0,0,vulnerabilidad media
30065,12/4/2020,2,1,11,vulnerabilidad media
30066,12/4/2020,0,0,0,vulnerabilidad media
30067,12/4/2020,0,0,0,vulnerabilidad alta
30068,12/4/2020,1,0,18,vulnerabilidad alta
30069,12/4/2020,0,0,2,vulnerabilidad alta
30070,12/4/2020,0,0,0,vulnerabilidad media
30071,12/4/2020,0,0,0,vulnerabilidad alta
30072,12/4/2020,0,0,0,vulnerabilidad alta
30073,12/4/2020,0,0,2,vulnerabilidad media
30074,12/4/2020,0,0,0,vulnerabilidad media
30075,12/4/2020,0,0,1,vulnerabilidad media
30076,12/4/2020,0,0,0,vulnerabilidad media
30077,12/4/2020,0,0,1,vulnerabilidad media
30078,12/4/2020,0,0,0,vulnerabilidad media
30079,12/4/2020,0,0,0,vulnerabilidad media
30080,12/4/2020,1,0,4,vulnerabilidad alta
30081,12/4/2020,0,0,2,vulnerabilidad muy alta
30082,12/4/2020,0,0,2,vulnerabilidad media
30083,12/4/2020,1,0,2,vulnerabilidad media
30084,12/4/2020,0,1,1,vulnerabilidad media
30085,12/4/2020,1,0,10,vulnerabilidad media
30086,12/4/2020,0,0,0,vulnerabilidad alta
30087,12/4/2020,6,2,125,vulnerabilidad media
30088,12/4/2020,0,0,0,vulnerabilidad baja
30089,12/4/2020,0,0,3,vulnerabilidad alta
30090,12/4/2020,0,0,1,vulnerabilidad alta
30091,12/4/2020,0,0,1,vulnerabilidad alta
30092,12/4/2020,0,0,3,vulnerabilidad media
30093,12/4/2020,0,0,1,vulnerabilidad muy alta
30094,12/4/2020,0,0,0,vulnerabilidad alta
30095,12/4/2020,0,0,0,vulnerabilidad media
30096,12/4/2020,0,0,0,sin vulnerabilidad
30097,12/4/2020,0,0,12,vulnerabilidad media
30098,12/4/2020,0,0,0,vulnerabilidad media
30099,12/4/2020,0,0,0,vulnerabilidad alta
30100,12/4/2020,0,0,1,vulnerabilidad media
30101,12/4/2020,0,0,2,vulnerabilidad alta
30102,12/4/2020,1,0,12,vulnerabilidad alta
30103,12/4/2020,0,0,0,vulnerabilidad media
30104,12/4/2020,0,0,0,vulnerabilidad media
30105,12/4/2020,0,0,39,vulnerabilidad alta
30106,12/4/2020,0,0,0,vulnerabilidad baja
30107,12/4/2020,0,0,0,vulnerabilidad media
30108,12/4/2020,0,0,34,vulnerabilidad media
30109,12/4/2020,0,0,0,vulnerabilidad media
30110,12/4/2020,0,0,0,vulnerabilidad media
30111,12/4/2020,0,0,2,vulnerabilidad media
30112,12/4/2020,0,0,0,sin vulnerabilidad
30113,12/4/2020,0,0,0,vulnerabilidad alta
30114,12/4/2020,0,0,0,vulnerabilidad media
30115,12/4/2020,0,0,2,vulnerabilidad alta
30116,12/4/2020,0,0,0,vulnerabilidad alta
30117,12/4/2020,0,0,0,vulnerabilidad media
30118,12/4/2020,1,3,51,vulnerabilidad media
30119,12/4/2020,0,0,0,vulnerabilidad alta
30120,12/4/2020,0,0,0,vulnerabilidad muy alta
30121,12/4/2020,0,0,0,vulnerabilidad media
30122,12/4/2020,0,0,0,vulnerabilidad alta
30123,12/4/2020,0,2,8,vulnerabilidad media
30124,12/4/2020,0,1,8,vulnerabilidad alta
30125,12/4/2020,0,0,4,vulnerabilidad alta
30126,12/4/2020,0,0,3,vulnerabilidad baja
30127,12/4/2020,0,0,0,vulnerabilidad alta
30128,12/4/2020,1,0,3,vulnerabilidad media
30129,12/4/2020,0,0,1,vulnerabilidad media
30130,12/4/2020,0,0,1,vulnerabilidad alta
30131,12/4/2020,7,2,46,vulnerabilidad muy alta
30132,12/4/2020,0,0,3,vulnerabilidad alta
30133,12/4/2020,0,0,3,vulnerabilidad alta
30134,12/4/2020,0,0,4,vulnerabilidad baja
30135,12/4/2020,0,0,1,vulnerabilidad muy alta
30136,12/4/2020,0,0,0,vulnerabilidad alta
30137,12/4/2020,0,0,0,vulnerabilidad media
30138,12/4/2020,1,1,10,vulnerabilidad media
30139,12/4/2020,0,0,0,vulnerabilidad media
30140,12/4/2020,0,0,0,vulnerabilidad media
30141,12/4/2020,1,0,13,vulnerabilidad alta
30142,12/4/2020,0,0,1,vulnerabilidad alta
30143,12/4/2020,1,0,2,vulnerabilidad alta
30144,12/4/2020,0,0,0,vulnerabilidad alta
30145,12/4/2020,0,0,0,vulnerabilidad alta
30146,12/4/2020,0,0,0,vulnerabilidad baja
30147,12/4/2020,0,0,0,vulnerabilidad media
30148,12/4/2020,0,0,2,vulnerabilidad media
30149,12/4/2020,0,0,0,vulnerabilidad media
30150,12/4/2020,0,0,0,vulnerabilidad alta
30151,12/4/2020,0,0,0,vulnerabilidad media
30152,12/4/2020,0,0,1,vulnerabilidad media
30153,12/4/2020,0,0,0,vulnerabilidad alta
30154,12/4/2020,0,0,0,vulnerabilidad media
30155,12/4/2020,1,0,5,vulnerabilidad media
30156,12/4/2020,0,0,0,vulnerabilidad media
30157,12/4/2020,0,0,0,vulnerabilidad alta
30158,12/4/2020,0,0,0,vulnerabilidad alta
30159,12/4/2020,0,0,0,vulnerabilidad alta
30160,12/4/2020,0,0,2,vulnerabilidad alta
30161,12/4/2020,0,0,0,vulnerabilidad media
30162,12/4/2020,0,0,0,vulnerabilidad baja
30163,12/4/2020,0,0,0,vulnerabilidad baja
30164,12/4/2020,0,0,1,vulnerabilidad baja
30165,12/4/2020,0,0,0,vulnerabilidad media
30166,12/4/2020,0,0,0,sin vulnerabilidad
30167,12/4/2020,0,0,0,vulnerabilidad alta
30168,12/4/2020,0,0,0,vulnerabilidad media
30169,12/4/2020,1,0,2,vulnerabilidad media
30170,12/4/2020,0,0,0,vulnerabilidad media
30171,12/4/2020,0,0,0,vulnerabilidad alta
30172,12/4/2020,0,0,1,vulnerabilidad alta
30173,12/4/2020,0,0,8,vulnerabilidad media
30174,12/4/2020,0,1,5,vulnerabilidad alta
30175,12/4/2020,0,0,1,vulnerabilidad alta
30176,12/4/2020,0,0,1,vulnerabilidad baja
30177,12/4/2020,0,0,0,vulnerabilidad baja
30178,12/4/2020,2,1,5,vulnerabilidad media
30179,12/4/2020,0,0,0,vulnerabilidad baja
30180,12/4/2020,0,0,0,vulnerabilidad media
30181,12/4/2020,0,0,0,vulnerabilidad media
30182,12/4/2020,0,0,1,vulnerabilidad alta
30183,12/4/2020,0,0,3,vulnerabilidad alta
30184,12/4/2020,0,0,0,vulnerabilidad media
30185,12/4/2020,0,0,0,vulnerabilidad alta
30186,12/4/2020,0,0,1,vulnerabilidad media
30187,12/4/2020,0,0,0,vulnerabilidad baja
30188,12/4/2020,0,0,0,vulnerabilidad media
30189,12/4/2020,1,2,22,vulnerabilidad alta
30190,12/4/2020,0,0,0,vulnerabilidad baja
30191,12/4/2020,1,0,9,sin vulnerabilidad
30192,12/4/2020,0,0,0,vulnerabilidad media
30193,12/4/2020,26,11,371,vulnerabilidad alta
30194,12/4/2020,0,0,1,vulnerabilidad baja
30195,12/4/2020,0,0,0,vulnerabilidad media
30196,12/4/2020,0,0,2,vulnerabilidad media
30197,12/4/2020,0,0,0,vulnerabilidad baja
30198,12/4/2020,0,0,0,vulnerabilidad media
30199,12/4/2020,0,0,0,vulnerabilidad alta
30200,12/4/2020,0,0,0,vulnerabilidad media
30201,12/4/2020,0,0,3,vulnerabilidad alta
30202,12/4/2020,0,0,0,vulnerabilidad media
30203,12/4/2020,0,0,0,vulnerabilidad alta
30204,12/4/2020,0,0,2,vulnerabilidad media
30205,12/4/2020,0,0,0,vulnerabilidad media
30206,12/4/2020,0,0,4,vulnerabilidad media
30207,12/4/2020,0,0,1,vulnerabilidad alta
30208,12/4/2020,0,0,1,vulnerabilidad media
30209,12/4/2020,0,0,0,vulnerabilidad baja
30210,12/4/2020,0,0,0,vulnerabilidad media
30211,12/4/2020,0,0,4,vulnerabilidad alta
30212,12/4/2020,0,0,0,vulnerabilidad alta
31001,12/4/2020,0,0,0,vulnerabilidad media
31002,12/4/2020,0,0,2,vulnerabilidad media
31003,12/4/2020,0,0,1,vulnerabilidad baja
31004,12/4/2020,0,0,0,vulnerabilidad baja
31005,12/4/2020,0,0,0,vulnerabilidad baja
31006,12/4/2020,0,0,0,vulnerabilidad baja
31007,12/4/2020,0,0,1,vulnerabilidad media
31008,12/4/2020,1,0,1,vulnerabilidad baja
31009,12/4/2020,0,0,0,vulnerabilidad media
31010,12/4/2020,0,0,0,vulnerabilidad media
31011,12/4/2020,0,0,0,vulnerabilidad baja
31012,12/4/2020,0,0,0,vulnerabilidad baja
31013,12/4/2020,0,0,5,sin vulnerabilidad
31014,12/4/2020,0,0,0,vulnerabilidad baja
31015,12/4/2020,0,0,0,vulnerabilidad media
31016,12/4/2020,0,0,0,vulnerabilidad baja
31017,12/4/2020,0,0,1,vulnerabilidad media
31018,12/4/2020,0,0,0,vulnerabilidad media
31019,12/4/2020,2,1,3,vulnerabilidad media
31020,12/4/2020,0,0,3,vulnerabilidad media
31021,12/4/2020,0,0,0,vulnerabilidad media
31022,12/4/2020,0,0,0,vulnerabilidad media
31023,12/4/2020,0,0,0,vulnerabilidad media
31024,12/4/2020,0,0,1,vulnerabilidad media
31025,12/4/2020,0,0,2,vulnerabilidad baja
31026,12/4/2020,0,0,1,vulnerabilidad baja
31027,12/4/2020,0,0,0,vulnerabilidad baja
31028,12/4/2020,0,0,1,vulnerabilidad baja
31029,12/4/2020,0,0,1,vulnerabilidad media
31030,12/4/2020,0,0,0,vulnerabilidad media
31031,12/4/2020,0,0,0,vulnerabilidad media
31032,12/4/2020,0,0,0,vulnerabilidad media
31033,12/4/2020,0,0,1,vulnerabilidad media
31034,12/4/2020,0,0,2,vulnerabilidad media
31035,12/4/2020,0,0,1,vulnerabilidad alta
31036,12/4/2020,0,0,0,vulnerabilidad alta
31037,12/4/2020,0,0,0,vulnerabilidad media
31038,12/4/2020,0,0,5,vulnerabilidad alta
31039,12/4/2020,0,1,1,vulnerabilidad baja
31040,12/4/2020,0,0,8,vulnerabilidad baja
31041,12/4/2020,4,1,16,vulnerabilidad media
31042,12/4/2020,0,0,0,vulnerabilidad media
31043,12/4/2020,0,0,0,vulnerabilidad media
31044,12/4/2020,0,0,0,vulnerabilidad media
31045,12/4/2020,0,0,0,vulnerabilidad media
31046,12/4/2020,0,0,0,vulnerabilidad media
31047,12/4/2020,0,0,0,vulnerabilidad media
31048,12/4/2020,0,0,4,vulnerabilidad media
31049,12/4/2020,0,0,0,vulnerabilidad media
31050,12/4/2020,92,5,539,vulnerabilidad baja
31051,12/4/2020,0,0,1,vulnerabilidad baja
31052,12/4/2020,0,0,3,vulnerabilidad baja
31053,12/4/2020,0,0,0,vulnerabilidad baja
31054,12/4/2020,0,0,1,vulnerabilidad media
31055,12/4/2020,0,0,1,vulnerabilidad alta
31056,12/4/2020,0,0,3,vulnerabilidad baja
31057,12/4/2020,0,0,0,vulnerabilidad baja
31058,12/4/2020,0,0,1,vulnerabilidad baja
31059,12/4/2020,0,0,11,vulnerabilidad baja
31060,12/4/2020,0,0,0,vulnerabilidad alta
31061,12/4/2020,0,0,0,vulnerabilidad baja
31062,12/4/2020,0,0,0,vulnerabilidad media
31063,12/4/2020,0,0,0,vulnerabilidad media
31064,12/4/2020,0,0,0,vulnerabilidad baja
31065,12/4/2020,0,0,0,vulnerabilidad baja
31066,12/4/2020,0,0,0,vulnerabilidad media
31067,12/4/2020,0,0,2,vulnerabilidad media
31068,12/4/2020,0,0,1,vulnerabilidad baja
31069,12/4/2020,0,0,0,vulnerabilidad media
31070,12/4/2020,0,0,0,vulnerabilidad baja
31071,12/4/2020,0,0,0,vulnerabilidad baja
31072,12/4/2020,0,0,0,vulnerabilidad baja
31073,12/4/2020,0,0,0,vulnerabilidad baja
31074,12/4/2020,0,0,0,vulnerabilidad media
31075,12/4/2020,0,0,0,vulnerabilidad media
31076,12/4/2020,0,0,0,vulnerabilidad media
31077,12/4/2020,0,0,0,vulnerabilidad media
31078,12/4/2020,0,0,1,vulnerabilidad media
31079,12/4/2020,0,0,1,vulnerabilidad baja
31080,12/4/2020,0,0,0,vulnerabilidad media
31081,12/4/2020,0,0,0,vulnerabilidad baja
31082,12/4/2020,0,0,0,vulnerabilidad baja
31083,12/4/2020,0,0,0,vulnerabilidad baja
31084,12/4/2020,0,0,1,vulnerabilidad media
31085,12/4/2020,0,0,2,vulnerabilidad media
31086,12/4/2020,0,0,1,vulnerabilidad media
31087,12/4/2020,0,0,0,vulnerabilidad media
31088,12/4/2020,0,0,0,vulnerabilidad baja
31089,12/4/2020,1,0,7,vulnerabilidad baja
31090,12/4/2020,0,0,0,vulnerabilidad media
31091,12/4/2020,0,0,0,vulnerabilidad media
31092,12/4/2020,0,0,0,vulnerabilidad media
31093,12/4/2020,0,0,0,vulnerabilidad baja
31094,12/4/2020,0,0,0,vulnerabilidad media
31095,12/4/2020,0,0,2,vulnerabilidad media
31096,12/4/2020,1,0,10,vulnerabilidad baja
31097,12/4/2020,0,0,0,vulnerabilidad media
31098,12/4/2020,0,0,2,vulnerabilidad baja
31099,12/4/2020,0,0,0,vulnerabilidad media
31100,12/4/2020,0,0,1,vulnerabilidad media
31101,12/4/2020,2,1,16,vulnerabilidad baja
31102,12/4/2020,6,0,14,vulnerabilidad media
31103,12/4/2020,0,0,0,vulnerabilidad media
31104,12/4/2020,0,0,2,vulnerabilidad media
31105,12/4/2020,0,0,0,vulnerabilidad baja
31106,12/4/2020,0,0,0,vulnerabilidad media
32001,12/4/2020,0,0,1,sin vulnerabilidad
32002,12/4/2020,0,0,0,sin vulnerabilidad
32003,12/4/2020,0,0,0,sin vulnerabilidad
32004,12/4/2020,0,0,1,vulnerabilidad baja
32005,12/4/2020,0,0,3,sin vulnerabilidad
32006,12/4/2020,0,1,2,sin vulnerabilidad
32007,12/4/2020,0,0,1,sin vulnerabilidad
32008,12/4/2020,0,0,0,vulnerabilidad baja
32009,12/4/2020,0,0,1,vulnerabilidad baja
32010,12/4/2020,1,0,31,sin vulnerabilidad
32011,12/4/2020,0,0,0,vulnerabilidad baja
32012,12/4/2020,0,0,0,vulnerabilidad media
32013,12/4/2020,0,0,0,sin vulnerabilidad
32014,12/4/2020,0,0,4,sin vulnerabilidad
32015,12/4/2020,0,0,0,sin vulnerabilidad
32016,12/4/2020,0,0,1,sin vulnerabilidad
32017,12/4/2020,6,1,70,sin vulnerabilidad
32018,12/4/2020,0,0,0,sin vulnerabilidad
32019,12/4/2020,0,0,2,sin vulnerabilidad
32020,12/4/2020,3,1,27,sin vulnerabilidad
32021,12/4/2020,0,0,0,vulnerabilidad alta
32022,12/4/2020,0,0,4,sin vulnerabilidad
32023,12/4/2020,0,0,1,sin vulnerabilidad
32024,12/4/2020,0,0,9,sin vulnerabilidad
32025,12/4/2020,0,0,0,sin vulnerabilidad
32026,12/4/2020,0,0,3,vulnerabilidad baja
32027,12/4/2020,0,0,0,sin vulnerabilidad
32028,12/4/2020,0,0,0,sin vulnerabilidad
32029,12/4/2020,0,0,2,sin vulnerabilidad
32030,12/4/2020,0,0,0,sin vulnerabilidad
32031,12/4/2020,0,0,1,vulnerabilidad baja
32032,12/4/2020,0,0,4,sin vulnerabilidad
32033,12/4/2020,0,0,0,sin vulnerabilidad
32034,12/4/2020,0,0,1,vulnerabilidad baja
32035,12/4/2020,0,0,0,sin vulnerabilidad
32036,12/4/2020,0,0,2,sin vulnerabilidad
32037,12/4/2020,0,0,0,sin vulnerabilidad
32038,12/4/2020,0,0,3,vulnerabilidad baja
32039,12/4/2020,0,0,2,sin vulnerabilidad
32040,12/4/2020,0,0,0,vulnerabilidad baja
32041,12/4/2020,0,0,1,vulnerabilidad baja
32042,12/4/2020,0,0,3,sin vulnerabilidad
32043,12/4/2020,0,0,0,vulnerabilidad baja
32044,12/4/2020,0,0,1,sin vulnerabilidad
32045,12/4/2020,0,0,2,sin vulnerabilidad
32046,12/4/2020,2,0,4,sin vulnerabilidad
32047,12/4/2020,0,0,1,sin vulnerabilidad
32048,12/4/2020,0,0,2,sin vulnerabilidad
32049,12/4/2020,0,0,1,sin vulnerabilidad
32050,12/4/2020,0,0,2,sin vulnerabilidad
32051,12/4/2020,0,0,0,sin vulnerabilidad
32052,12/4/2020,0,0,3,sin vulnerabilidad
32053,12/4/2020,0,0,1,sin vulnerabilidad
32054,12/4/2020,0,0,3,sin vulnerabilidad
32055,12/4/2020,1,1,5,sin vulnerabilidad
32056,12/4/2020,3,1,102,vulnerabilidad baja
32057,12/4/2020,0,1,2,sin vulnerabilidad
32058,12/4/2020,0,1,1,vulnerabilidad media
1001,13/04/2020,45,1,624,vulnerabilidad baja
1002,13/04/2020,1,0,9,sin vulnerabilidad
1003,13/04/2020,0,0,25,sin vulnerabilidad
1004,13/04/2020,0,0,5,sin vulnerabilidad
1005,13/04/2020,1,0,50,sin vulnerabilidad
1006,13/04/2020,5,0,25,sin vulnerabilidad
1007,13/04/2020,1,0,22,sin vulnerabilidad
1008,13/04/2020,0,0,4,No Disponible
1009,13/04/2020,1,0,7,sin vulnerabilidad
1010,13/04/2020,1,0,6,sin vulnerabilidad
1011,13/04/2020,0,0,13,vulnerabilidad baja
2001,13/04/2020,5,4,162,sin vulnerabilidad
2002,13/04/2020,133,12,553,vulnerabilidad baja
2003,13/04/2020,9,2,44,vulnerabilidad baja
2004,13/04/2020,213,27,896,vulnerabilidad media
2005,13/04/2020,5,1,42,vulnerabilidad media
3001,13/04/2020,0,1,30,vulnerabilidad baja
3002,13/04/2020,1,0,28,vulnerabilidad baja
3003,13/04/2020,40,4,338,sin vulnerabilidad
3008,13/04/2020,111,1,409,vulnerabilidad media
3009,13/04/2020,0,0,14,vulnerabilidad baja
4001,13/04/2020,1,0,3,vulnerabilidad media
4002,13/04/2020,8,0,46,vulnerabilidad baja
4003,13/04/2020,10,2,66,vulnerabilidad media
4004,13/04/2020,0,0,3,vulnerabilidad baja
4005,13/04/2020,0,0,1,vulnerabilidad media
4006,13/04/2020,0,0,1,vulnerabilidad media
4007,13/04/2020,0,0,1,vulnerabilidad media
4008,13/04/2020,0,0,0,vulnerabilidad media
4009,13/04/2020,0,0,4,vulnerabilidad baja
4010,13/04/2020,0,0,1,vulnerabilidad media
4011,13/04/2020,3,0,5,vulnerabilidad media
5001,13/04/2020,0,0,0,No Disponible
5002,13/04/2020,1,2,93,sin vulnerabilidad
5003,13/04/2020,1,0,21,sin vulnerabilidad
5004,13/04/2020,1,0,14,sin vulnerabilidad
5005,13/04/2020,0,0,1,sin vulnerabilidad
5006,13/04/2020,5,1,18,sin vulnerabilidad
5007,13/04/2020,0,0,13,vulnerabilidad baja
5008,13/04/2020,0,0,2,vulnerabilidad baja
5009,13/04/2020,0,0,9,sin vulnerabilidad
5010,13/04/2020,9,0,76,sin vulnerabilidad
5011,13/04/2020,0,0,0,sin vulnerabilidad
5012,13/04/2020,0,0,0,vulnerabilidad baja
5013,13/04/2020,0,0,0,vulnerabilidad media
5014,13/04/2020,1,1,3,vulnerabilidad baja
5015,13/04/2020,0,0,0,sin vulnerabilidad
5016,13/04/2020,0,0,0,sin vulnerabilidad
5017,13/04/2020,8,2,60,vulnerabilidad baja
5018,13/04/2020,91,10,499,sin vulnerabilidad
5019,13/04/2020,1,0,4,sin vulnerabilidad
5020,13/04/2020,1,1,33,sin vulnerabilidad
5021,13/04/2020,1,0,2,sin vulnerabilidad
5022,13/04/2020,0,0,6,sin vulnerabilidad
5023,13/04/2020,0,0,0,sin vulnerabilidad
5024,13/04/2020,0,0,2,sin vulnerabilidad
5025,13/04/2020,13,0,241,vulnerabilidad media
5026,13/04/2020,0,0,0,sin vulnerabilidad
5027,13/04/2020,2,0,27,sin vulnerabilidad
5028,13/04/2020,0,0,22,sin vulnerabilidad
5029,13/04/2020,2,1,12,sin vulnerabilidad
5030,13/04/2020,22,5,391,sin vulnerabilidad
5031,13/04/2020,1,1,13,sin vulnerabilidad
5032,13/04/2020,0,0,24,sin vulnerabilidad
5033,13/04/2020,0,1,32,sin vulnerabilidad
5034,13/04/2020,0,0,0,vulnerabilidad baja
5035,13/04/2020,20,1,319,vulnerabilidad media
5036,13/04/2020,0,0,2,vulnerabilidad baja
5037,13/04/2020,0,0,4,sin vulnerabilidad
5038,13/04/2020,0,0,4,sin vulnerabilidad
6001,13/04/2020,0,0,6,vulnerabilidad baja
6002,13/04/2020,2,1,33,sin vulnerabilidad
6003,13/04/2020,0,0,3,vulnerabilidad baja
6004,13/04/2020,0,0,0,vulnerabilidad baja
6005,13/04/2020,1,0,6,sin vulnerabilidad
6006,13/04/2020,0,0,0,vulnerabilidad baja
6007,13/04/2020,3,2,28,vulnerabilidad baja
6008,13/04/2020,0,0,0,vulnerabilidad baja
6009,13/04/2020,0,0,27,vulnerabilidad baja
6010,13/04/2020,2,0,24,vulnerabilidad baja
7001,13/04/2020,0,0,1,vulnerabilidad media
7002,13/04/2020,0,0,0,vulnerabilidad baja
7003,13/04/2020,0,0,0,vulnerabilidad alta
7004,13/04/2020,0,0,0,vulnerabilidad media
7005,13/04/2020,0,0,2,vulnerabilidad media
7006,13/04/2020,0,0,0,vulnerabilidad baja
7007,13/04/2020,0,0,0,vulnerabilidad media
7008,13/04/2020,0,0,1,vulnerabilidad baja
7009,13/04/2020,0,0,2,vulnerabilidad media
7010,13/04/2020,0,0,0,vulnerabilidad media
7011,13/04/2020,0,0,0,vulnerabilidad media
7012,13/04/2020,0,0,4,vulnerabilidad alta
7013,13/04/2020,0,0,0,vulnerabilidad baja
7014,13/04/2020,0,0,1,vulnerabilidad baja
7015,13/04/2020,1,0,1,vulnerabilidad media
7016,13/04/2020,0,0,1,vulnerabilidad baja
7017,13/04/2020,0,0,5,vulnerabilidad baja
7018,13/04/2020,0,0,0,vulnerabilidad baja
7019,13/04/2020,3,0,8,vulnerabilidad media
7020,13/04/2020,0,1,2,vulnerabilidad media
7021,13/04/2020,0,0,0,vulnerabilidad baja
7022,13/04/2020,0,0,0,vulnerabilidad media
7023,13/04/2020,0,0,0,vulnerabilidad alta
7024,13/04/2020,0,0,0,vulnerabilidad media
7025,13/04/2020,0,0,0,vulnerabilidad baja
7026,13/04/2020,0,0,0,vulnerabilidad alta
7027,13/04/2020,1,0,15,vulnerabilidad media
7028,13/04/2020,0,0,1,vulnerabilidad baja
7029,13/04/2020,0,0,0,vulnerabilidad baja
7030,13/04/2020,1,0,1,vulnerabilidad media
7031,13/04/2020,0,0,1,vulnerabilidad media
7032,13/04/2020,0,0,0,vulnerabilidad media
7033,13/04/2020,0,0,0,vulnerabilidad baja
7034,13/04/2020,0,0,0,vulnerabilidad alta
7035,13/04/2020,0,0,1,vulnerabilidad alta
7036,13/04/2020,0,0,0,vulnerabilidad media
7037,13/04/2020,0,0,1,vulnerabilidad alta
7038,13/04/2020,0,0,0,vulnerabilidad media
7039,13/04/2020,0,0,0,vulnerabilidad media
7040,13/04/2020,0,0,2,vulnerabilidad alta
7041,13/04/2020,2,1,3,vulnerabilidad media
7042,13/04/2020,0,0,1,vulnerabilidad baja
7043,13/04/2020,0,0,0,vulnerabilidad alta
7044,13/04/2020,0,0,0,vulnerabilidad baja
7045,13/04/2020,0,0,0,vulnerabilidad media
7046,13/04/2020,0,0,0,vulnerabilidad media
7047,13/04/2020,0,0,0,vulnerabilidad media
7048,13/04/2020,0,0,1,vulnerabilidad media
7049,13/04/2020,0,0,0,vulnerabilidad media
7050,13/04/2020,0,0,0,vulnerabilidad alta
7051,13/04/2020,0,0,1,vulnerabilidad alta
7052,13/04/2020,0,0,1,vulnerabilidad media
7053,13/04/2020,0,0,0,vulnerabilidad baja
7054,13/04/2020,0,0,1,vulnerabilidad media
7055,13/04/2020,0,0,1,vulnerabilidad media
7056,13/04/2020,0,0,0,vulnerabilidad alta
7057,13/04/2020,0,0,1,vulnerabilidad media
7058,13/04/2020,0,0,0,vulnerabilidad baja
7059,13/04/2020,1,0,5,vulnerabilidad media
7060,13/04/2020,0,0,0,vulnerabilidad baja
7061,13/04/2020,0,0,6,vulnerabilidad alta
7062,13/04/2020,0,0,0,vulnerabilidad media
7063,13/04/2020,0,0,0,vulnerabilidad baja
7064,13/04/2020,0,0,0,vulnerabilidad media
7065,13/04/2020,1,0,20,vulnerabilidad baja
7066,13/04/2020,0,0,0,vulnerabilidad media
7067,13/04/2020,0,0,0,vulnerabilidad baja
7068,13/04/2020,0,0,4,vulnerabilidad media
7069,13/04/2020,0,0,2,vulnerabilidad alta
7070,13/04/2020,0,0,0,vulnerabilidad media
7071,13/04/2020,0,0,0,vulnerabilidad alta
7072,13/04/2020,0,0,0,vulnerabilidad baja
7073,13/04/2020,0,0,0,vulnerabilidad media
7074,13/04/2020,1,1,5,vulnerabilidad baja
7075,13/04/2020,0,0,0,vulnerabilidad media
7076,13/04/2020,0,0,0,vulnerabilidad media
7077,13/04/2020,1,0,1,vulnerabilidad media
7078,13/04/2020,7,0,19,vulnerabilidad alta
7079,13/04/2020,0,0,0,vulnerabilidad media
7080,13/04/2020,0,0,0,vulnerabilidad baja
7081,13/04/2020,0,0,0,vulnerabilidad media
7082,13/04/2020,0,0,0,vulnerabilidad media
7083,13/04/2020,0,0,0,vulnerabilidad baja
7084,13/04/2020,0,0,0,vulnerabilidad baja
7085,13/04/2020,0,0,0,vulnerabilidad baja
7086,13/04/2020,1,0,4,vulnerabilidad baja
7087,13/04/2020,0,0,1,vulnerabilidad alta
7088,13/04/2020,0,0,0,vulnerabilidad media
7089,13/04/2020,4,1,35,vulnerabilidad muy alta
7090,13/04/2020,0,0,0,vulnerabilidad baja
7091,13/04/2020,0,0,0,vulnerabilidad media
7092,13/04/2020,0,0,1,vulnerabilidad baja
7093,13/04/2020,0,0,0,vulnerabilidad media
7094,13/04/2020,0,0,1,vulnerabilidad baja
7096,13/04/2020,0,0,0,vulnerabilidad media
7097,13/04/2020,1,1,3,vulnerabilidad media
7098,13/04/2020,0,0,0,vulnerabilidad baja
7099,13/04/2020,0,0,3,vulnerabilidad media
7100,13/04/2020,1,0,1,vulnerabilidad media
7101,13/04/2020,17,1,154,vulnerabilidad alta
7102,13/04/2020,0,0,3,vulnerabilidad alta
7103,13/04/2020,0,0,0,vulnerabilidad alta
7104,13/04/2020,0,0,0,vulnerabilidad media
7105,13/04/2020,0,0,0,vulnerabilidad media
7106,13/04/2020,0,0,1,vulnerabilidad baja
7107,13/04/2020,0,0,0,vulnerabilidad media
7108,13/04/2020,0,0,2,vulnerabilidad media
7109,13/04/2020,0,0,4,vulnerabilidad media
7110,13/04/2020,0,0,0,vulnerabilidad media
7111,13/04/2020,0,0,0,vulnerabilidad media
7112,13/04/2020,0,0,0,vulnerabilidad media
7113,13/04/2020,0,1,1,vulnerabilidad media
7114,13/04/2020,0,0,0,vulnerabilidad alta
7115,13/04/2020,0,0,0,vulnerabilidad media
