cve_ent_mun,fecha,confirmados,decesos,pruebas,indice_vulnerabilidad
32039,25/04/2020,0,1,14,sin vulnerabilidad
32040,25/04/2020,0,0,3,vulnerabilidad baja
32041,25/04/2020,0,0,1,vulnerabilidad baja
32042,25/04/2020,1,0,6,sin vulnerabilidad
32043,25/04/2020,0,0,0,vulnerabilidad baja
32044,25/04/2020,0,0,1,sin vulnerabilidad
32045,25/04/2020,0,0,1,sin vulnerabilidad
32046,25/04/2020,4,0,5,sin vulnerabilidad
32047,25/04/2020,0,0,1,sin vulnerabilidad
32048,25/04/2020,0,0,4,sin vulnerabilidad
32049,25/04/2020,0,0,2,sin vulnerabilidad
32050,25/04/2020,0,0,2,sin vulnerabilidad
32051,25/04/2020,0,0,2,sin vulnerabilidad
32052,25/04/2020,0,0,3,sin vulnerabilidad
32053,25/04/2020,0,1,1,sin vulnerabilidad
32054,25/04/2020,0,0,6,sin vulnerabilidad
32055,25/04/2020,0,1,6,sin vulnerabilidad
32056,25/04/2020,13,2,163,vulnerabilidad baja
32057,25/04/2020,2,1,10,sin vulnerabilidad
32058,25/04/2020,0,1,1,vulnerabilidad media
1001,26/04/2020,128,2,991,vulnerabilidad baja
1002,26/04/2020,1,0,11,sin vulnerabilidad
1003,26/04/2020,0,0,39,sin vulnerabilidad
1004,26/04/2020,0,0,8,sin vulnerabilidad
1005,26/04/2020,7,1,72,sin vulnerabilidad
1006,26/04/2020,5,0,39,sin vulnerabilidad
1007,26/04/2020,3,0,42,sin vulnerabilidad
1008,26/04/2020,0,0,8,No Disponible
1009,26/04/2020,1,0,13,sin vulnerabilidad
1010,26/04/2020,1,0,7,sin vulnerabilidad
1011,26/04/2020,2,0,33,vulnerabilidad baja
2001,26/04/2020,35,10,253,sin vulnerabilidad
2002,26/04/2020,473,46,1020,vulnerabilidad baja
2003,26/04/2020,37,6,100,vulnerabilidad baja
2004,26/04/2020,709,144,1397,vulnerabilidad media
2005,26/04/2020,14,4,45,vulnerabilidad media
3001,26/04/2020,5,1,40,vulnerabilidad baja
3002,26/04/2020,5,1,34,vulnerabilidad baja
3003,26/04/2020,100,9,456,sin vulnerabilidad
3008,26/04/2020,173,9,542,vulnerabilidad media
3009,26/04/2020,0,0,13,vulnerabilidad baja
4001,26/04/2020,3,0,6,vulnerabilidad media
4002,26/04/2020,17,5,136,vulnerabilidad baja
4003,26/04/2020,38,11,145,vulnerabilidad media
4004,26/04/2020,1,0,5,vulnerabilidad baja
4005,26/04/2020,1,0,3,vulnerabilidad media
4006,26/04/2020,0,0,2,vulnerabilidad media
4007,26/04/2020,0,0,2,vulnerabilidad media
4008,26/04/2020,0,0,1,vulnerabilidad media
4009,26/04/2020,0,0,10,vulnerabilidad baja
4010,26/04/2020,0,0,5,vulnerabilidad media
4011,26/04/2020,9,1,17,vulnerabilidad media
5001,26/04/2020,0,0,2,No Disponible
5002,26/04/2020,5,4,151,sin vulnerabilidad
5003,26/04/2020,1,1,20,sin vulnerabilidad
5004,26/04/2020,2,0,16,sin vulnerabilidad
5005,26/04/2020,0,0,1,sin vulnerabilidad
5006,26/04/2020,10,3,38,sin vulnerabilidad
5007,26/04/2020,2,0,37,vulnerabilidad baja
5008,26/04/2020,1,0,4,vulnerabilidad baja
5009,26/04/2020,1,2,19,sin vulnerabilidad
5010,26/04/2020,27,3,144,sin vulnerabilidad
5011,26/04/2020,0,0,7,sin vulnerabilidad
5012,26/04/2020,0,0,0,vulnerabilidad baja
5013,26/04/2020,0,0,0,vulnerabilidad media
5014,26/04/2020,1,1,4,vulnerabilidad baja
5015,26/04/2020,0,0,0,sin vulnerabilidad
5016,26/04/2020,0,0,4,sin vulnerabilidad
5017,26/04/2020,14,3,94,vulnerabilidad baja
5018,26/04/2020,170,27,781,sin vulnerabilidad
5019,26/04/2020,1,0,5,sin vulnerabilidad
5020,26/04/2020,3,2,39,sin vulnerabilidad
5021,26/04/2020,1,0,8,sin vulnerabilidad
5022,26/04/2020,0,0,9,sin vulnerabilidad
5023,26/04/2020,0,0,2,sin vulnerabilidad
5024,26/04/2020,0,0,5,sin vulnerabilidad
5025,26/04/2020,21,1,259,vulnerabilidad media
5026,26/04/2020,0,0,0,sin vulnerabilidad
5027,26/04/2020,6,0,50,sin vulnerabilidad
5028,26/04/2020,1,0,56,sin vulnerabilidad
5029,26/04/2020,4,1,18,sin vulnerabilidad
5030,26/04/2020,35,9,665,sin vulnerabilidad
5031,26/04/2020,1,3,24,sin vulnerabilidad
5032,26/04/2020,3,1,42,sin vulnerabilidad
5033,26/04/2020,2,3,56,sin vulnerabilidad
5034,26/04/2020,0,0,0,vulnerabilidad baja
5035,26/04/2020,36,7,503,vulnerabilidad media
5036,26/04/2020,0,1,3,vulnerabilidad baja
5037,26/04/2020,0,0,4,sin vulnerabilidad
5038,26/04/2020,0,0,4,sin vulnerabilidad
6001,26/04/2020,0,0,7,vulnerabilidad baja
6002,26/04/2020,4,2,40,sin vulnerabilidad
6003,26/04/2020,0,0,7,vulnerabilidad baja
6004,26/04/2020,0,0,2,vulnerabilidad baja
6005,26/04/2020,1,0,3,sin vulnerabilidad
6006,26/04/2020,0,0,0,vulnerabilidad baja
6007,26/04/2020,9,4,43,vulnerabilidad baja
6008,26/04/2020,0,0,1,vulnerabilidad baja
6009,26/04/2020,1,0,35,vulnerabilidad baja
6010,26/04/2020,4,0,33,vulnerabilidad baja
7001,26/04/2020,0,0,1,vulnerabilidad media
7002,26/04/2020,0,0,1,vulnerabilidad baja
7003,26/04/2020,0,0,0,vulnerabilidad alta
7004,26/04/2020,1,0,2,vulnerabilidad media
7005,26/04/2020,0,0,1,vulnerabilidad media
7006,26/04/2020,0,0,0,vulnerabilidad baja
7007,26/04/2020,0,0,0,vulnerabilidad media
7008,26/04/2020,0,0,2,vulnerabilidad baja
7009,26/04/2020,1,0,8,vulnerabilidad media
7010,26/04/2020,0,0,0,vulnerabilidad media
7011,26/04/2020,0,0,0,vulnerabilidad media
7012,26/04/2020,1,0,5,vulnerabilidad alta
7013,26/04/2020,0,0,1,vulnerabilidad baja
7014,26/04/2020,0,0,1,vulnerabilidad baja
7015,26/04/2020,1,0,4,vulnerabilidad media
7016,26/04/2020,0,0,4,vulnerabilidad baja
7017,26/04/2020,0,0,10,vulnerabilidad baja
7018,26/04/2020,0,0,1,vulnerabilidad baja
7019,26/04/2020,5,0,17,vulnerabilidad media
7020,26/04/2020,0,1,2,vulnerabilidad media
7021,26/04/2020,0,0,2,vulnerabilidad baja
7022,26/04/2020,0,0,0,vulnerabilidad media
7023,26/04/2020,0,0,1,vulnerabilidad alta
7024,26/04/2020,0,0,0,vulnerabilidad media
7025,26/04/2020,0,0,0,vulnerabilidad baja
7026,26/04/2020,0,0,0,vulnerabilidad alta
7027,26/04/2020,4,0,22,vulnerabilidad media
7028,26/04/2020,0,0,0,vulnerabilidad baja
7029,26/04/2020,1,0,1,vulnerabilidad baja
7030,26/04/2020,1,0,1,vulnerabilidad media
7031,26/04/2020,0,0,2,vulnerabilidad media
7032,26/04/2020,0,0,0,vulnerabilidad media
7033,26/04/2020,0,0,0,vulnerabilidad baja
7034,26/04/2020,1,0,3,vulnerabilidad alta
7035,26/04/2020,0,0,1,vulnerabilidad alta
7036,26/04/2020,0,0,0,vulnerabilidad media
7037,26/04/2020,0,0,1,vulnerabilidad alta
7038,26/04/2020,0,0,0,vulnerabilidad media
7039,26/04/2020,0,0,0,vulnerabilidad media
7040,26/04/2020,1,1,5,vulnerabilidad alta
7041,26/04/2020,2,1,3,vulnerabilidad media
7042,26/04/2020,0,0,1,vulnerabilidad baja
7043,26/04/2020,0,0,0,vulnerabilidad alta
7044,26/04/2020,0,0,0,vulnerabilidad baja
7045,26/04/2020,0,0,0,vulnerabilidad media
7046,26/04/2020,0,0,1,vulnerabilidad media
7047,26/04/2020,0,0,1,vulnerabilidad media
7048,26/04/2020,0,0,2,vulnerabilidad media
7049,26/04/2020,0,0,0,vulnerabilidad media
7050,26/04/2020,0,0,0,vulnerabilidad alta
7051,26/04/2020,0,0,0,vulnerabilidad alta
7052,26/04/2020,0,0,1,vulnerabilidad media
7053,26/04/2020,0,0,0,vulnerabilidad baja
7054,26/04/2020,0,0,1,vulnerabilidad media
7055,26/04/2020,0,0,1,vulnerabilidad media
7056,26/04/2020,0,0,1,vulnerabilidad alta
7057,26/04/2020,1,0,3,vulnerabilidad media
7058,26/04/2020,0,0,0,vulnerabilidad baja
7059,26/04/2020,4,0,18,vulnerabilidad media
7060,26/04/2020,0,0,0,vulnerabilidad baja
7061,26/04/2020,0,0,8,vulnerabilidad alta
7062,26/04/2020,0,0,1,vulnerabilidad media
7063,26/04/2020,0,0,0,vulnerabilidad baja
7064,26/04/2020,0,0,1,vulnerabilidad media
7065,26/04/2020,8,0,41,vulnerabilidad baja
7066,26/04/2020,0,0,0,vulnerabilidad media
7067,26/04/2020,0,0,0,vulnerabilidad baja
7068,26/04/2020,0,0,8,vulnerabilidad media
7069,26/04/2020,0,0,5,vulnerabilidad alta
7070,26/04/2020,0,0,0,vulnerabilidad media
7071,26/04/2020,0,0,1,vulnerabilidad alta
7072,26/04/2020,0,0,0,vulnerabilidad baja
7073,26/04/2020,0,0,0,vulnerabilidad media
7074,26/04/2020,2,1,8,vulnerabilidad baja
7075,26/04/2020,0,0,0,vulnerabilidad media
7076,26/04/2020,0,0,0,vulnerabilidad media
7077,26/04/2020,1,1,5,vulnerabilidad media
7078,26/04/2020,13,0,35,vulnerabilidad alta
7079,26/04/2020,0,0,1,vulnerabilidad media
7080,26/04/2020,0,0,0,vulnerabilidad baja
7081,26/04/2020,0,1,2,vulnerabilidad media
7082,26/04/2020,0,0,0,vulnerabilidad media
7083,26/04/2020,0,0,0,vulnerabilidad baja
7084,26/04/2020,0,0,0,vulnerabilidad baja
7085,26/04/2020,1,0,1,vulnerabilidad baja
7086,26/04/2020,1,0,5,vulnerabilidad baja
7087,26/04/2020,0,0,1,vulnerabilidad alta
7088,26/04/2020,0,0,0,vulnerabilidad media
7089,26/04/2020,10,2,44,vulnerabilidad muy alta
7090,26/04/2020,0,0,0,vulnerabilidad baja
7091,26/04/2020,1,0,1,vulnerabilidad media
7092,26/04/2020,1,0,3,vulnerabilidad baja
7093,26/04/2020,0,0,1,vulnerabilidad media
7094,26/04/2020,1,0,4,vulnerabilidad baja
7096,26/04/2020,2,0,2,vulnerabilidad media
7097,26/04/2020,7,1,25,vulnerabilidad media
7098,26/04/2020,0,0,0,vulnerabilidad baja
7099,26/04/2020,0,0,4,vulnerabilidad media
7100,26/04/2020,7,1,7,vulnerabilidad media
7101,26/04/2020,39,4,224,vulnerabilidad alta
7102,26/04/2020,0,0,3,vulnerabilidad alta
7103,26/04/2020,0,1,1,vulnerabilidad alta
7104,26/04/2020,0,0,1,vulnerabilidad media
7105,26/04/2020,0,0,1,vulnerabilidad media
7106,26/04/2020,0,0,2,vulnerabilidad baja
7107,26/04/2020,0,0,0,vulnerabilidad media
7108,26/04/2020,3,0,6,vulnerabilidad media
7109,26/04/2020,1,0,9,vulnerabilidad media
7110,26/04/2020,0,0,0,vulnerabilidad media
7111,26/04/2020,0,0,1,vulnerabilidad media
7112,26/04/2020,0,0,0,vulnerabilidad media
7113,26/04/2020,0,1,1,vulnerabilidad media
7114,26/04/2020,0,0,0,vulnerabilidad alta
7115,26/04/2020,0,0,0,vulnerabilidad media
7116,26/04/2020,0,0,1,vulnerabilidad media
7117,26/04/2020,0,0,0,vulnerabilidad baja
7118,26/04/2020,0,0,0,vulnerabilidad media
7119,26/04/2020,0,0,0,vulnerabilidad media
8001,26/04/2020,1,1,2,sin vulnerabilidad
8002,26/04/2020,0,0,2,sin vulnerabilidad
8003,26/04/2020,0,0,0,sin vulnerabilidad
8004,26/04/2020,0,0,1,sin vulnerabilidad
8005,26/04/2020,0,0,2,vulnerabilidad media
8006,26/04/2020,5,0,6,sin vulnerabilidad
8007,26/04/2020,0,0,1,vulnerabilidad alta
8008,26/04/2020,0,0,0,vulnerabilidad media
8009,26/04/2020,1,0,2,vulnerabilidad media
8010,26/04/2020,0,0,2,No Disponible
8011,26/04/2020,1,1,7,sin vulnerabilidad
8012,26/04/2020,0,0,1,No Disponible
8013,26/04/2020,0,0,6,sin vulnerabilidad
8014,26/04/2020,0,0,0,sin vulnerabilidad
8015,26/04/2020,1,0,1,vulnerabilidad baja
8016,26/04/2020,0,0,0,sin vulnerabilidad
8017,26/04/2020,3,1,21,sin vulnerabilidad
8018,26/04/2020,0,0,0,sin vulnerabilidad
8019,26/04/2020,63,15,299,sin vulnerabilidad
8020,26/04/2020,0,0,0,vulnerabilidad media
8021,26/04/2020,2,2,37,sin vulnerabilidad
8022,26/04/2020,0,0,0,sin vulnerabilidad
8023,26/04/2020,0,0,0,vulnerabilidad media
8024,26/04/2020,0,0,0,No Disponible
8025,26/04/2020,0,0,0,sin vulnerabilidad
8026,26/04/2020,0,0,0,sin vulnerabilidad
8027,26/04/2020,0,0,7,vulnerabilidad media
8028,26/04/2020,2,2,2,sin vulnerabilidad
8029,26/04/2020,0,0,1,vulnerabilidad media
8030,26/04/2020,0,1,3,vulnerabilidad media
8031,26/04/2020,1,0,2,vulnerabilidad media
8032,26/04/2020,1,0,13,sin vulnerabilidad
8033,26/04/2020,0,0,0,sin vulnerabilidad
8034,26/04/2020,0,0,0,sin vulnerabilidad
8035,26/04/2020,0,0,0,sin vulnerabilidad
8036,26/04/2020,0,1,3,sin vulnerabilidad
8037,26/04/2020,169,73,489,vulnerabilidad baja
8038,26/04/2020,1,0,4,sin vulnerabilidad
8039,26/04/2020,0,0,0,vulnerabilidad baja
8040,26/04/2020,0,0,1,vulnerabilidad baja
8041,26/04/2020,0,0,0,vulnerabilidad media
8042,26/04/2020,0,0,1,sin vulnerabilidad
8043,26/04/2020,0,0,0,sin vulnerabilidad
8044,26/04/2020,0,0,0,sin vulnerabilidad
8045,26/04/2020,2,0,7,sin vulnerabilidad
8046,26/04/2020,0,0,0,vulnerabilidad alta
8047,26/04/2020,0,0,0,vulnerabilidad media
8048,26/04/2020,3,0,8,sin vulnerabilidad
8049,26/04/2020,0,0,0,vulnerabilidad baja
8050,26/04/2020,0,1,6,sin vulnerabilidad
8051,26/04/2020,0,0,2,vulnerabilidad alta
8052,26/04/2020,1,0,15,vulnerabilidad media
8053,26/04/2020,0,0,1,sin vulnerabilidad
8054,26/04/2020,0,0,0,vulnerabilidad baja
8055,26/04/2020,0,1,2,sin vulnerabilidad
8056,26/04/2020,0,0,0,sin vulnerabilidad
8057,26/04/2020,0,0,0,sin vulnerabilidad
8058,26/04/2020,0,0,0,sin vulnerabilidad
8059,26/04/2020,0,0,0,vulnerabilidad baja
8060,26/04/2020,0,0,2,sin vulnerabilidad
8061,26/04/2020,0,0,0,sin vulnerabilidad
8062,26/04/2020,1,0,7,sin vulnerabilidad
8063,26/04/2020,0,0,0,No Disponible
8064,26/04/2020,0,0,0,sin vulnerabilidad
8065,26/04/2020,0,0,0,No Disponible
8066,26/04/2020,0,0,0,vulnerabilidad media
8067,26/04/2020,0,0,0,sin vulnerabilidad
9002,26/04/2020,179,19,701,vulnerabilidad baja
9003,26/04/2020,260,18,876,vulnerabilidad media
9004,26/04/2020,126,7,395,vulnerabilidad alta
9005,26/04/2020,494,75,1792,vulnerabilidad media
9006,26/04/2020,213,12,681,vulnerabilidad media
9007,26/04/2020,676,57,1974,vulnerabilidad media
9008,26/04/2020,106,8,557,vulnerabilidad alta
9009,26/04/2020,104,1,289,vulnerabilidad muy alta
9010,26/04/2020,293,36,1048,vulnerabilidad media
9011,26/04/2020,126,7,563,vulnerabilidad media
9012,26/04/2020,313,18,1125,vulnerabilidad alta
9013,26/04/2020,196,13,759,vulnerabilidad alta
9014,26/04/2020,183,22,867,vulnerabilidad media
9015,26/04/2020,255,22,884,vulnerabilidad media
9016,26/04/2020,242,10,786,vulnerabilidad media
9017,26/04/2020,200,21,666,vulnerabilidad media
10001,26/04/2020,0,0,1,sin vulnerabilidad
10002,26/04/2020,0,0,0,vulnerabilidad media
10003,26/04/2020,0,0,0,vulnerabilidad baja
10004,26/04/2020,0,1,6,sin vulnerabilidad
10005,26/04/2020,10,5,167,sin vulnerabilidad
10006,26/04/2020,1,0,2,sin vulnerabilidad
10007,26/04/2020,12,4,264,vulnerabilidad baja
10008,26/04/2020,11,1,16,vulnerabilidad baja
10009,26/04/2020,0,0,0,vulnerabilidad alta
10010,26/04/2020,1,0,3,sin vulnerabilidad
10011,26/04/2020,0,0,1,sin vulnerabilidad
10012,26/04/2020,2,0,57,sin vulnerabilidad
10013,26/04/2020,1,1,8,sin vulnerabilidad
10014,26/04/2020,0,0,2,vulnerabilidad alta
10015,26/04/2020,0,0,2,sin vulnerabilidad
10016,26/04/2020,0,0,0,vulnerabilidad baja
10017,26/04/2020,0,0,1,vulnerabilidad baja
10018,26/04/2020,0,0,3,sin vulnerabilidad
10019,26/04/2020,0,0,0,vulnerabilidad alta
10020,26/04/2020,0,0,0,sin vulnerabilidad
10021,26/04/2020,0,0,0,sin vulnerabilidad
10022,26/04/2020,2,0,3,sin vulnerabilidad
10023,26/04/2020,0,0,6,vulnerabilidad media
10024,26/04/2020,0,1,4,sin vulnerabilidad
10025,26/04/2020,0,0,0,sin vulnerabilidad
10026,26/04/2020,0,0,0,vulnerabilidad media
10027,26/04/2020,0,0,2,vulnerabilidad media
10028,26/04/2020,2,0,4,sin vulnerabilidad
10029,26/04/2020,0,0,1,sin vulnerabilidad
10030,26/04/2020,0,0,1,sin vulnerabilidad
10031,26/04/2020,0,0,0,sin vulnerabilidad
10032,26/04/2020,0,0,6,vulnerabilidad baja
10033,26/04/2020,0,0,0,vulnerabilidad baja
10034,26/04/2020,0,0,2,vulnerabilidad media
10035,26/04/2020,0,0,1,vulnerabilidad media
10036,26/04/2020,2,1,14,vulnerabilidad baja
10037,26/04/2020,0,0,0,vulnerabilidad alta
10038,26/04/2020,0,0,2,vulnerabilidad baja
10039,26/04/2020,0,0,1,vulnerabilidad baja
11001,26/04/2020,2,0,24,vulnerabilidad baja
11002,26/04/2020,5,6,91,sin vulnerabilidad
11003,26/04/2020,8,2,52,vulnerabilidad baja
11004,26/04/2020,0,0,15,sin vulnerabilidad
11005,26/04/2020,0,1,26,sin vulnerabilidad
11006,26/04/2020,0,0,1,vulnerabilidad media
11007,26/04/2020,14,10,196,vulnerabilidad media
11008,26/04/2020,0,0,4,sin vulnerabilidad
11009,26/04/2020,1,1,15,vulnerabilidad media
11010,26/04/2020,0,0,28,sin vulnerabilidad
11011,26/04/2020,8,1,61,sin vulnerabilidad
11012,26/04/2020,0,0,23,sin vulnerabilidad
11013,26/04/2020,0,0,0,sin vulnerabilidad
11014,26/04/2020,2,2,54,vulnerabilidad baja
11015,26/04/2020,9,2,92,sin vulnerabilidad
11016,26/04/2020,0,0,17,sin vulnerabilidad
11017,26/04/2020,20,14,271,vulnerabilidad baja
11018,26/04/2020,0,0,14,sin vulnerabilidad
11019,26/04/2020,1,0,68,sin vulnerabilidad
11020,26/04/2020,65,11,1578,vulnerabilidad baja
11021,26/04/2020,3,1,20,vulnerabilidad media
11022,26/04/2020,0,1,19,sin vulnerabilidad
11023,26/04/2020,5,2,55,sin vulnerabilidad
11024,26/04/2020,0,0,7,sin vulnerabilidad
11025,26/04/2020,0,0,14,vulnerabilidad baja
11026,26/04/2020,2,2,26,vulnerabilidad baja
11027,26/04/2020,33,8,143,vulnerabilidad baja
11028,26/04/2020,5,0,109,vulnerabilidad baja
11029,26/04/2020,0,1,27,vulnerabilidad media
11030,26/04/2020,0,1,48,vulnerabilidad media
11031,26/04/2020,0,0,39,vulnerabilidad baja
11032,26/04/2020,0,0,12,sin vulnerabilidad
11033,26/04/2020,3,2,41,vulnerabilidad media
11034,26/04/2020,0,0,1,vulnerabilidad media
11035,26/04/2020,2,0,22,vulnerabilidad media
11036,26/04/2020,0,0,16,sin vulnerabilidad
11037,26/04/2020,4,1,36,vulnerabilidad media
11038,26/04/2020,0,0,27,sin vulnerabilidad
11039,26/04/2020,0,0,19,sin vulnerabilidad
11040,26/04/2020,0,0,7,vulnerabilidad media
11041,26/04/2020,6,1,29,vulnerabilidad media
11042,26/04/2020,3,0,52,sin vulnerabilidad
11043,26/04/2020,0,0,2,vulnerabilidad media
11044,26/04/2020,1,0,20,vulnerabilidad media
11045,26/04/2020,0,0,4,vulnerabilidad media
11046,26/04/2020,4,0,20,sin vulnerabilidad
12001,26/04/2020,92,16,381,vulnerabilidad alta
12002,26/04/2020,2,1,3,vulnerabilidad media
12003,26/04/2020,0,0,1,vulnerabilidad alta
12004,26/04/2020,0,0,0,vulnerabilidad media
12005,26/04/2020,0,1,1,vulnerabilidad baja
12006,26/04/2020,0,0,1,vulnerabilidad media
12007,26/04/2020,0,0,2,vulnerabilidad media
12008,26/04/2020,1,1,1,vulnerabilidad media
12009,26/04/2020,0,0,0,vulnerabilidad media
12010,26/04/2020,0,0,0,vulnerabilidad media
12011,26/04/2020,1,2,7,vulnerabilidad baja
12012,26/04/2020,1,1,7,vulnerabilidad media
12013,26/04/2020,0,0,1,vulnerabilidad alta
12014,26/04/2020,0,0,2,vulnerabilidad media
12015,26/04/2020,1,0,3,vulnerabilidad baja
12016,26/04/2020,0,0,0,vulnerabilidad media
12017,26/04/2020,1,1,1,vulnerabilidad alta
12018,26/04/2020,1,1,2,vulnerabilidad media
12019,26/04/2020,0,0,0,vulnerabilidad media
12020,26/04/2020,0,0,1,vulnerabilidad media
12021,26/04/2020,5,1,9,vulnerabilidad media
12022,26/04/2020,0,1,2,vulnerabilidad alta
12023,26/04/2020,0,0,1,vulnerabilidad media
12024,26/04/2020,0,0,0,vulnerabilidad media
12025,26/04/2020,0,0,0,vulnerabilidad media
12026,26/04/2020,1,0,1,vulnerabilidad alta
12027,26/04/2020,1,0,3,vulnerabilidad alta
12028,26/04/2020,3,1,8,vulnerabilidad media
12029,26/04/2020,35,7,109,vulnerabilidad media
12030,26/04/2020,0,0,1,vulnerabilidad media
12031,26/04/2020,0,0,0,vulnerabilidad alta
12032,26/04/2020,0,0,0,vulnerabilidad media
12033,26/04/2020,4,2,6,vulnerabilidad baja
12034,26/04/2020,0,0,0,vulnerabilidad media
12035,26/04/2020,9,4,29,vulnerabilidad media
12036,26/04/2020,0,0,0,vulnerabilidad media
12037,26/04/2020,0,0,0,vulnerabilidad media
12038,26/04/2020,3,2,14,vulnerabilidad baja
12039,26/04/2020,0,0,1,vulnerabilidad media
12040,26/04/2020,0,0,1,vulnerabilidad baja
12041,26/04/2020,0,0,0,vulnerabilidad media
12042,26/04/2020,0,0,1,vulnerabilidad media
12043,26/04/2020,0,0,1,vulnerabilidad media
12044,26/04/2020,0,0,1,vulnerabilidad baja
12045,26/04/2020,0,0,1,vulnerabilidad media
12046,26/04/2020,0,0,5,vulnerabilidad media
12047,26/04/2020,0,0,0,vulnerabilidad media
12048,26/04/2020,0,0,5,vulnerabilidad baja
12049,26/04/2020,0,0,0,vulnerabilidad baja
12050,26/04/2020,0,0,4,vulnerabilidad muy alta
12051,26/04/2020,1,0,1,vulnerabilidad media
12052,26/04/2020,0,1,1,vulnerabilidad media
12053,26/04/2020,3,1,11,vulnerabilidad media
12054,26/04/2020,0,0,0,vulnerabilidad alta
12055,26/04/2020,13,4,38,vulnerabilidad media
12056,26/04/2020,0,1,1,vulnerabilidad media
12057,26/04/2020,0,0,2,vulnerabilidad baja
12058,26/04/2020,0,0,1,vulnerabilidad media
12059,26/04/2020,2,0,7,vulnerabilidad media
12060,26/04/2020,0,0,1,vulnerabilidad media
12061,26/04/2020,3,0,9,vulnerabilidad media
12062,26/04/2020,0,1,1,vulnerabilidad alta
12063,26/04/2020,0,0,0,vulnerabilidad media
12064,26/04/2020,0,0,0,vulnerabilidad media
12065,26/04/2020,0,0,0,vulnerabilidad media
12066,26/04/2020,5,1,19,vulnerabilidad media
12067,26/04/2020,0,0,1,vulnerabilidad alta
12068,26/04/2020,2,1,3,vulnerabilidad alta
12069,26/04/2020,1,1,1,vulnerabilidad media
12070,26/04/2020,9,2,11,vulnerabilidad media
12071,26/04/2020,0,1,2,vulnerabilidad media
12072,26/04/2020,0,0,0,vulnerabilidad media
12073,26/04/2020,0,0,2,vulnerabilidad alta
12074,26/04/2020,0,0,1,vulnerabilidad media
12075,26/04/2020,0,0,3,vulnerabilidad media
12076,26/04/2020,0,0,0,vulnerabilidad media
12077,26/04/2020,0,0,0,vulnerabilidad media
12078,26/04/2020,0,0,0,vulnerabilidad media
12079,26/04/2020,0,0,0,vulnerabilidad media
12080,26/04/2020,0,0,0,vulnerabilidad alta
12081,26/04/2020,0,0,1,vulnerabilidad media
13001,26/04/2020,1,0,1,vulnerabilidad media
13002,26/04/2020,0,0,6,vulnerabilidad alta
13003,26/04/2020,2,1,12,vulnerabilidad baja
13004,26/04/2020,0,0,0,vulnerabilidad alta
13005,26/04/2020,0,0,2,sin vulnerabilidad
13006,26/04/2020,0,0,2,vulnerabilidad media
13007,26/04/2020,0,0,2,vulnerabilidad baja
13008,26/04/2020,1,1,17,vulnerabilidad baja
13009,26/04/2020,0,0,4,sin vulnerabilidad
13010,26/04/2020,0,0,4,vulnerabilidad baja
13011,26/04/2020,0,0,0,vulnerabilidad media
13012,26/04/2020,0,0,1,sin vulnerabilidad
13013,26/04/2020,4,1,12,vulnerabilidad media
13014,26/04/2020,0,0,1,vulnerabilidad baja
13015,26/04/2020,0,0,2,vulnerabilidad baja
13016,26/04/2020,1,0,4,vulnerabilidad baja
13017,26/04/2020,0,0,1,vulnerabilidad baja
13018,26/04/2020,0,0,0,vulnerabilidad baja
13019,26/04/2020,1,0,1,vulnerabilidad media
13020,26/04/2020,0,0,0,vulnerabilidad baja
13021,26/04/2020,5,2,8,vulnerabilidad baja
13022,26/04/2020,1,0,6,sin vulnerabilidad
13023,26/04/2020,3,0,7,vulnerabilidad media
13024,26/04/2020,2,0,2,vulnerabilidad baja
13025,26/04/2020,0,0,0,vulnerabilidad media
13026,26/04/2020,0,0,0,vulnerabilidad media
13027,26/04/2020,0,0,1,vulnerabilidad media
13028,26/04/2020,1,0,16,vulnerabilidad media
13029,26/04/2020,0,1,2,sin vulnerabilidad
13030,26/04/2020,0,1,11,vulnerabilidad media
13031,26/04/2020,0,0,0,vulnerabilidad baja
13032,26/04/2020,0,0,0,vulnerabilidad media
13033,26/04/2020,0,0,0,sin vulnerabilidad
13034,26/04/2020,0,1,3,vulnerabilidad media
13035,26/04/2020,0,0,2,vulnerabilidad baja
13036,26/04/2020,0,0,1,vulnerabilidad media
13037,26/04/2020,4,0,4,vulnerabilidad media
13038,26/04/2020,0,0,2,vulnerabilidad media
13039,26/04/2020,1,1,3,vulnerabilidad baja
13040,26/04/2020,0,0,1,vulnerabilidad media
13041,26/04/2020,2,0,8,vulnerabilidad media
13042,26/04/2020,0,0,1,vulnerabilidad baja
13043,26/04/2020,0,0,1,vulnerabilidad media
13044,26/04/2020,0,0,0,vulnerabilidad baja
13045,26/04/2020,0,0,1,vulnerabilidad baja
13046,26/04/2020,0,0,0,vulnerabilidad media
13047,26/04/2020,0,0,0,vulnerabilidad media
13048,26/04/2020,54,12,242,vulnerabilidad media
13049,26/04/2020,0,0,2,vulnerabilidad media
13050,26/04/2020,0,0,2,vulnerabilidad baja
13051,26/04/2020,20,2,80,vulnerabilidad media
13052,26/04/2020,3,1,9,vulnerabilidad baja
13053,26/04/2020,0,0,1,vulnerabilidad media
13054,26/04/2020,2,1,6,sin vulnerabilidad
13055,26/04/2020,1,0,1,vulnerabilidad baja
13056,26/04/2020,0,0,9,vulnerabilidad media
13057,26/04/2020,1,0,1,vulnerabilidad baja
13058,26/04/2020,0,0,2,vulnerabilidad media
